Protein,LUAD_01,LUAD_02,LUAD_03,LUAD_04,LUAD_05,LUAD_06,LUAD_07,LUAD_08,LUAD_09,LUAD_100,LUAD_101,LUAD_102,LUAD_103,LUAD_10,LUAD_11,LUAD_12,LUAD_13,LUAD_14,LUAD_15,LUAD_16,LUAD_17,LUAD_18,LUAD_19,LUAD_20,LUAD_21,LUAD_22,LUAD_23,LUAD_24,LUAD_25,LUAD_26,LUAD_27,LUAD_28,LUAD_29,LUAD_30,LUAD_31,LUAD_32,LUAD_33,LUAD_34,LUAD_35,LUAD_36,LUAD_37,LUAD_38,LUAD_39,LUAD_40,LUAD_41,LUAD_42,LUAD_43,LUAD_44,LUAD_45,LUAD_46,LUAD_47,LUAD_48,LUAD_49,LUAD_50,LUAD_51,LUAD_52,LUAD_53,LUAD_54,LUAD_55,LUAD_56,LUAD_57,LUAD_58,LUAD_59,LUAD_60,LUAD_61,LUAD_62,LUAD_63,LUAD_64,LUAD_65,LUAD_66,LUAD_67,LUAD_68,LUAD_69,LUAD_70,LUAD_71,LUAD_72,LUAD_73,LUAD_74,LUAD_75,LUAD_76,LUAD_77,LUAD_78,LUAD_79,LUAD_80,LUAD_81,LUAD_82,LUAD_83,LUAD_84,LUAD_85,LUAD_86,LUAD_87,LUAD_88,LUAD_89,LUAD_90,LUAD_91,LUAD_92,LUAD_93,LUAD_94,LUAD_95,LUAD_96,LUAD_97,LUAD_98,LUAD_99,iBAQ.LUAD_01N,iBAQ.LUAD_02N,iBAQ.LUAD_03N,iBAQ.LUAD_04N,iBAQ.LUAD_05N,iBAQ.LUAD_06N,iBAQ.LUAD_07N,iBAQ.LUAD_08N,iBAQ.LUAD_09N,iBAQ.LUAD_100N,iBAQ.LUAD_101N,iBAQ.LUAD_102N,iBAQ.LUAD_103N,iBAQ.LUAD_10N,iBAQ.LUAD_11N,iBAQ.LUAD_12N,iBAQ.LUAD_13N,iBAQ.LUAD_14N,iBAQ.LUAD_15N,iBAQ.LUAD_16N,iBAQ.LUAD_17N,iBAQ.LUAD_18N,iBAQ.LUAD_19N,iBAQ.LUAD_20N,iBAQ.LUAD_21N,iBAQ.LUAD_22N,iBAQ.LUAD_23N,iBAQ.LUAD_24N,iBAQ.LUAD_25N,iBAQ.LUAD_26N,iBAQ.LUAD_27N,iBAQ.LUAD_28N,iBAQ.LUAD_29N,iBAQ.LUAD_30N,iBAQ.LUAD_31N,iBAQ.LUAD_32N,iBAQ.LUAD_33N,iBAQ.LUAD_34N,iBAQ.LUAD_35N,iBAQ.LUAD_36N,iBAQ.LUAD_37N,iBAQ.LUAD_38N,iBAQ.LUAD_39N,iBAQ.LUAD_40N,iBAQ.LUAD_41N,iBAQ.LUAD_42N,iBAQ.LUAD_43N,iBAQ.LUAD_44N,iBAQ.LUAD_45N,iBAQ.LUAD_46N,iBAQ.LUAD_47N,iBAQ.LUAD_48N,iBAQ.LUAD_49N,iBAQ.LUAD_50N,iBAQ.LUAD_51N,iBAQ.LUAD_52N,iBAQ.LUAD_53N,iBAQ.LUAD_54N,iBAQ.LUAD_55N,iBAQ.LUAD_56N,iBAQ.LUAD_57N,iBAQ.LUAD_58N,iBAQ.LUAD_59N,iBAQ.LUAD_60N,iBAQ.LUAD_61N,iBAQ.LUAD_62N,iBAQ.LUAD_63N,iBAQ.LUAD_64N,iBAQ.LUAD_65N,iBAQ.LUAD_66N,iBAQ.LUAD_67N,iBAQ.LUAD_68N,iBAQ.LUAD_69N,iBAQ.LUAD_70N,iBAQ.LUAD_71N,iBAQ.LUAD_72N,iBAQ.LUAD_73N,iBAQ.LUAD_74N,iBAQ.LUAD_75N,iBAQ.LUAD_76N,iBAQ.LUAD_77N,iBAQ.LUAD_78N,iBAQ.LUAD_79N,iBAQ.LUAD_80N,iBAQ.LUAD_81N,iBAQ.LUAD_82N,iBAQ.LUAD_83N,iBAQ.LUAD_84N,iBAQ.LUAD_85N,iBAQ.LUAD_86N,iBAQ.LUAD_87N,iBAQ.LUAD_88N,iBAQ.LUAD_89N,iBAQ.LUAD_90N,iBAQ.LUAD_91N,iBAQ.LUAD_92N,iBAQ.LUAD_93N,iBAQ.LUAD_94N,iBAQ.LUAD_95N,iBAQ.LUAD_96N,iBAQ.LUAD_97N,iBAQ.LUAD_98N,iBAQ.LUAD_99N
A1BG,140454759.1,327608842.1,64750504.64,143022749.4,73436305.3,101533638.1,142355694,139869176.9,38847596.7,66085174.34,54755308.54,87226679.24,43771379.43,54006871.97,113573054.6,90420597.19,81498605.5,59457279.22,98727566.36,48513603.85,84337259.96,119875844.5,19123336.96,71175522.78,188320928.6,84518532.22,31938924.8,72974263.09,103456194.9,353002474.9,78153094.85,55334276.03,59262578.33,111120992.6,27021088.22,29586759.46,33127185.47,121762297.3,39413061.54,96666444.23,33073713.3,81857758.26,66508787.96,7462120.653,38868709.84,74702253.91,69879321.64,189077789,23208358.86,27490011.53,126881530.2,57075273.49,121881804.1,102176671.3,154745086.9,68455745.85,206294861.8,83191687.88,72901865.27,52359273.08,21458733.66,57446524.14,144926732.3,135327708.2,59371960.47,346279839,62463025.78,44655692.35,105897369.7,41299198.58,79201447.34,28210032.57,34526181.94,117144352.9,24318557.83,70934102.97,45365242.48,39906883.86,84334850.94,181201229.9,109318469.4,99753283.71,186444121.8,137520095.9,129556695.7,114180977.3,152963110.3,110553226.4,80692253.32,168479369.5,62391696.51,102595562.1,74878884.08,80046907.27,35889213.77,232073241.4,130911813.4,66033644.36,47503539.9,60805099.65,77981666.91,91207214.98,45566565.39,216749578.5,366322074,273913341.7,269575239.9,222099690.2,273083297.4,296701741.3,276342197.9,144165051.4,137137786.2,135802315.8,138734296.6,138285260.8,171882723.6,214657830.2,251701114.6,269608879.3,193778309.3,205624225,240990928.4,134314276.5,173638915.9,169307391.5,184643755.8,235250423.5,198230046.5,81902076.27,180254908.7,128974117,298633449.2,140753400.9,253849351.2,132245365.1,130071224.3,81294289.96,254307214.1,178271608.6,197652623.8,75954516.17,222193474.3,80099646.32,160660780.9,236409218.8,112595847.7,76910943.47,240988988.3,222120938.8,193751103.6,158514415.3,210831219.6,120025370.1,164939561.5,178761383.7,149299054.8,181040849.6,115689505,141637446.3,195804535,158995859.5,185444819.4,119832614.5,149855323.7,226090130,205167866.8,114334569.2,212240309.9,332941742.3,119715439.5,182142943.2,188658902.4,239801299,231442357.6,171899810.1,139976232,88757356.82,86069683.05,104645536.9,95057342.28,229873907.8,176791709.5,202391798.5,184429072.7,237659158.6,338553945.9,335894318,173542563.3,232419316.5,142725740.9,257859344.4,243804463.5,297198818.9,169937043.8,142207750.3,240572166.9,72710740.53,267444548.7,210799007.7,175095379.4,99325273.03,209864139.2,185213370,155175903.1,135424173.8
