"","LUAD_01","LUAD_02","LUAD_03","LUAD_04","LUAD_05","LUAD_06","LUAD_07","LUAD_08","LUAD_09","LUAD_10","LUAD_11","LUAD_12","LUAD_13","LUAD_14","LUAD_15","LUAD_16","LUAD_17","LUAD_18","LUAD_19","LUAD_20","LUAD_21","LUAD_22","LUAD_23","LUAD_24","LUAD_25","LUAD_26","LUAD_27","LUAD_28","LUAD_29","LUAD_30","LUAD_31","LUAD_32","LUAD_33","LUAD_34","LUAD_35","LUAD_36","LUAD_37","LUAD_38","LUAD_39","LUAD_40","LUAD_41","LUAD_42","LUAD_43","LUAD_44","LUAD_45","LUAD_46","LUAD_47","LUAD_48","LUAD_49","LUAD_50","LUAD_51","LUAD_52","LUAD_53","LUAD_54","LUAD_55","LUAD_56","LUAD_57","LUAD_58","LUAD_59","LUAD_60","LUAD_61","LUAD_62","LUAD_75","LUAD_76","LUAD_77","LUAD_78","LUAD_79","LUAD_80","LUAD_81","LUAD_82","LUAD_83","LUAD_84","LUAD_85","LUAD_86","LUAD_87","LUAD_88","LUAD_90","LUAD_91","LUAD_92"
"DTD1",22.5654575675281,24.0974867218818,24.5639510301127,NA,22.6948058814184,NA,22.6184725081735,23.070587419305,20.5553246717607,20.8275413111165,22.3500318598159,22.6087900294353,22.614234762455,24.4039384866345,24.6438684855188,23.4602278486553,21.9157937261928,21.9564617005037,20.2040813540749,22.1556842785867,23.292070299921,20.2598203157502,21.1783535317152,21.3143180209775,21.738449773949,NA,22.1343524040473,23.4849222376605,22.9601868980196,22.9960537467319,21.7201274955046,23.6626543376927,23.3160589057087,22.4845921271571,20.7459951630175,21.4658957451657,21.1012443656745,22.4785976705982,22.7575653837457,23.9034322469606,22.0670765263663,23.9566429214207,23.4421599544051,23.6329596907535,23.3792766994931,23.5197313288427,19.9471219343137,23.722527178121,22.4309432269477,23.4472097538461,24.2940822439408,20.1925453121727,22.1642939733656,NA,21.7208293141783,22.868434109916,20.1516589054759,22.7687051555358,23.5427064387928,21.0171815958012,22.6502056831922,21.7328020047597,23.9411167445229,21.5104465817086,23.3349999069116,23.0131381614907,23.6809502593662,18.8525462552663,24.071039307811,21.895672039738,23.0809346194133,21.7197515173057,21.5680613121761,22.5395945563459,23.0913534341412,24.240314206307,NA,22.6431433774815,21.3987887086644
